english,farsi
unhealthy,ناتندرست
unheard,غيرمسموع
unheard,بگوش نخورده
unheard,ناشنيده
unheard,غير معروف
unheard of,نامسموع
unholy,نامقدس
unholy,کفر آميز
unhurried,بي عجله
unhurried,بي شتاب
unhurried,بي شتاب
uniaxial,يک محوري
UNICEF,صندوق کودکان سازمان ملل
unicellular,تک ياخته اي
unicolor,يکرنگ
unicorn,تکشاخ
unicorn,تکشاخ
unidiomatic,غير مصطلح
unidiomatic,غيرمصطلح
unidirection,يک جهتي
unidirectional,يک سويه
unifiable,قابل اتحاد
unifiable,قابل هم رنگي
unifiable,تکساز پذير
unification,تکسازي
unification,يکپارچگي
unification,يکپارچکي
unification,يکي سازي
unification,يک شکلي
unifier,يکي کننده
unifier,موجد وحدت
unifier,متحد کننده
unifier,تکساز گر
unifilar,يک لا
unifilar,يک تا
unifilar,يک رشته
uniform,متحد الشکل
uniform,يکنواخت
uniform,متحدالشکل
uniform,روپوش
uniformity,يکنواختي
uniformly,بطور يکنواخت
unify,يکي شدن
unify,يکي کردن
unihibited,ناخوددار
unilateral,يکجانبه
unimaginable,غير قابل تصور
unimportant,بياهميت
unimportant,اهميت ندادن
unimportant,بي اهميت
unimportant,غيرمهم
uninformed,بدون اطلاع
uninformed,جاهل
uninhabitable,غيرمسکوني
uninhabited,غير مسکوني
unintelligence,کند ذهني
unintelligent,بي تعقل
unintelligible,غير صريح
unintelligible,غير مفهوم
unintentional,بي قصد
unintentional,غيرعمدي
unintentionally,ندانسته
uninterested,بيدخل وتصرف
uninterfered,بيدخل وتصرف
uninterrupted,بي وقفه
uninterrupted,بدون وقفه
uninterruptedly,دمريز
uninvited,ناخوانده
uninvited,سرزده
uninvited,ناطلبيده
uninvited,ناخواسته
union,سنديکاي کارگري
union,سنخ
union,وصال
union,امتزاج
union,مواصات
union,اتحاد
union,اتحاديه
union,صنفي
union shop,عضو شوند
uniparental,ازيک ولي
uniparous,تک زا
unipod,يکپا
unipod,تکپايه
unipod,يکپا
unipolar,يک قطبي
unique,طاقدار
unique,بي تا
unique,يکتا
unique,بيمثال
unique,بي همتا
unique,يگانه
unique,بي بدل
unique,منحصربفرد
unique,بي نظير
unique,منفرد
unique,طاقي
unique,تک
unique,بيعديل
unique,بي مانند
unique,يکه
unique child,دردانه
uniqueness,طاقي
uniqueness,طاق
uniqueness,يکتايي
uniqueness,يگانگي
uniquness,بي سابقگي
unisexual,يک جنسه
unison,هم آهنگي
unit,واحد
unit,يگان
unit,واحد
unit,يکه
unit of prayer,رکعت
unitage,يک واحد
unitarian,يکتاپرست
unitarian,يکتاپرست
unitarian,توحيد گراي
unitarianism,يکتا پرستي
unite,وصلت دادن
unite,متفق کردن
unite,بهم پيوست
unite,بهمپيوستن
unite,متحد شدن
unite,يکي کردن
unite,دست يکي کردن
unite,متفق شدن
unite,متح دادن
unite,متفق ساختن
unite,متحد کردن
unite retention,حبس البول
united,متحد
united,مقترن
united,متحده
united,دست يکي
united,متفق
united,موتلف
United,شرکت يونايتد
United Arab Emirates,امارات عربي متحده
United Nations,سازمان ملل
United Nations,سازمان ملل متحد
United Nations Security Council,شوراي نگهبان سازمان ملل
United News,يونايتد نيوز
United Press,يونايتد پرس
United States,ايالات متحده
United States Congress,کنگره آمريکا
United States Congressman,نماينده کنگره آمريکا
United States Food and Drug Administration,سازمان نظارت برمواد خوراکي و دارويي آمريکا
unitive,متحد کننده
unitive,موجد اتحاد
units,آحاد
unity,وحدت
unity,وحدانيت
unity,يگانگي
unity,اتفاق
Unity Party,حزب وحدت
univalent,يک بنياني
univalent,يکارزشي
univalent,يکارزشي
univalve,يک کپه اي
univalve,يک دريچه اي
universal,عمومي
universal,عميم
universal,فراگير
universal,عامي
universal,عالمگير
universal,جهاني
universal,جامع
universal joint,گاردان
universal joint,مفصل چرخنده
universal set,مجموعه جهاني
universalism,اصل عموميت
universality,عموميت
universality,جامعيت
universalization,همگاني سازي
universalization,عاميت
universally obeyed,جهان مطاع
universe,عالم
universe,کيهان
universe,جهان
universe,کون و مکان
universes,عوالم
University,دانشگاه
university,دانشگاهي
univocal,يک صدا
univocal,متحدالکلمه
univocal,همذوق
univocal,يکنوا
unjewelled,بي زيور
unjust,غير منصفانه
unjust,بي انصاف
unjust,غيرعادلانه
unjust,غير عادلانه
unjust,بي عدالت
unjust,نا عادلانه
unjust,ناروا
unjustifiable,ناحق
unjustifiable,ناموجه
unjustly,نا عادلانه
unjustly,غير منصفانه
unkempt,شانه نکرده
unkind,بي عاطفه
unkind,سست مهر
unkind,بي شفقت
unkind,نامهربان
unkind,بي لطف
unkind,بي محبت
unkind,بي مهر
unkind,لامروت
unkind,بي التفات
unkind,بي مروت
unkind lover,يار جفل کار
unkindness,بي التفاتي
unkindness,بي مرحمتي
unkindness,بي مهري
unkindness,بي لطفي
unkindness,جفا
unkindness,نامهرباني
unknit,وا بافتن
unknit,وابافته شدن
unknowable,ندانستي
unknowing,نابلد
unknown,ناشناخت
unknown,نامعلوم
unknown,گمنام
unknown,بي شهرت
unknown,ناشناس
unknown,نامعروف
unknown,نادانسته
unknown,ناشناخته
unknown,گمنام
unknown,مجهول
unknown location,نقطه نامعلوم
unlatch,چفت راباز کردن
unlawful,غصبي
unlawful,غير شرعي
unlawful,غيرقانوني
unlawful,نا مشروع
unlawful,حرام
unlawful,برخلاف مقررات
unlawful,نامشروع
unlawful matters,محرمات
unlawfulness,حرامي
unleaded,بي سرب
unlearned,فرا نگرفته
unleashing,روبرداري
unless,تنها در که
unless,جز اينکه
unless,مگراينکه
unless,مگر آنکه
unless,مگر
unlettered,درس نخوانده
unlicked,ليسيده نشده
unlike,برخلاف
unlike,بر خلاف
unlike,برعکس
unlike,بي شباهت
unlikelihood,نابرابري
unlikelihood,عدم احتمال
unlikely,بعيد
unlikely,قابل اعتراض
unlikely,غير محتمل
unlikely,غير محتمل
unlikely,غير جذاب
unlikeness,بي شباهتي
unlimited,بي حد
unlimited,بي انتها
unlimited,بي درجه
unlimited,بيحدو حصر
unlimited,نامشخص
unload,بار انداختن
unloading,باراندازي
unlooked for,غير منتظره
unlowful,منکر
unlowful,منکر
unluckiness,نحوست
unlucky,تيره بخت
unlucky,بداقبال
unlucky,بدنقش
unlucky,سياه بخت
unlucky,کور بخت
unlucky,بدبختيآور
unlucky,بد طالع
unlucky,نگونبخت
unlucky,بداختر
unlucky,اقبال بد
unlucky,نگون بخت
unlucky,بخت برگشته
unlucky,بدبخت
unlucky,بدطالع
unlucky,بدبختي آور
unlucky,بدشانس
unmake,از خاصيت انداختن
unmake,خلع مقام کردن
unman,فاقد مردانگي کردن
unmanageable horse,توسن
unmanly,ناجوانمرد
unmannered,بدون آداب
unmask,نقاب بر داشتن
unmeaning,کم عمق
unmeet,فاقد صلاحيت
unmerciful,بي گذشت
unmerciful,جبار
unmitigated,کاسته نشده
unmolested,بلا معارض
unnatural,غير طبيعي
unnatural,غيرطبيعي
unnatural,ناسرشت
unnatural,فوق طبيعي
unneccessary,غير لازم
unnecessary,غير ضروري
unnecessary,غير واجب
unnecessary,نالازم
unnerve,فاقد عصب کردن
unnormalized,هنجار نشده
unnoticeable,غيرمحسوس
unnoticeable,نا محسوس
unnoticeable,غير محسوس
unnoticed,توجه نشده
unobjectionable,قير قابل اعتراض
unobtainable,ناياب
unobtrusive,فاقد جسارت
unoccupied,غير اشغالي
unoccupied,بدون مستاجر
unofficial,غير رسمي
unofficial,غيررسمي
unofficial,غير مستند
unofficial,غير رسمي
unofficially,من غير رسم
unofficially,بطور غير رسمي
unofficially,بطور غير رسمي
unopposed,بلا معارظ
unorganized,بي ترتيب
unorganized,نابسامان
unorganized,غير مشتکل
unorganized,بي نظم
unorganized,فاقد سازمان
unorthodox,غير ارتدکس
unpack,غير بستهاي کردن
unpacked,بيظرف
unpaid,بي اجر
unpaid,پرداخت نشده
unpaid,بي حقوق
unpaid leave,مرخصي بدون حقوق
unpaid work,بيگاري
unparliamentary,غيرپارلماني
unpassed,نارفته
unperfect,غير کامل
unpleasant,آدم زشت
unpleasant,نامرضي
unpleasant,بي لذت
unpleasant,ناگوارا
unpleasant,بي صفا
unpleasant,ناخوش
unpleasant,جوکي
unpleasant,نامطبوع
unpleasant,کريه
unpleasant,زشت
unpleasant,ناخوشايند
unpleasant,نا مطبوع
unpleasant,ناخوش آيند
unpleasant voice,ناخوش آواز
unpleasantness,نامطبوعي
unpleasantness,ناخوشي
unpleasantness,ناگواري
unpleasantness,وضع نامناسب
unpolitical,غيرسياسي
unpolluted,بي آلايش
unpopular,غير محبوب
unpopular,غيرمشهور
unpopularity,عدم محبوبيت
unpopularity,عدمشهرت
unpopulated,بي جمعيت
unprecedented,کم سابقه
unprecedented,بيسابقه
unprecedented,بي سابقه
unpregnant,غير مستعد
unpregnant,غيرحامله
unprejudiced,بي تعصب
unprepared,بي مطالعه
unpretentious,بي تکلفي
unpretentious,نامتظاهر
unpretentious,بي تکلف
unpretentious,بي تصنع
unprincipled,بي مسلک
unprincipled,بي مرام
unprincipled,سست عنصر
unprincipled,هر دمبيل
unprintable,غيرقابل چاپ
unprintable,چاپ نشدني
unproductive,عقيم
unproductive,غير منبت
unproductive,بي حاصل
unproductiveness,بي حاصلي
unprofessional,ناپيشه کار
unprofessional,غيرحرفهاي
unprofessional,غيرحرفهاي
unprofessional,غير فني
unprofitability,ناسودمندي
unprofitable,بي منفعت
unprofitable,غيرقابل استفاده
unprofitable,بي صرفه
unprofitable,بي سود
unprofitable,بي نفع
unprofitable,بدون سود
unprofitable,ناسودمند
unpromising,مايوس کننده
unpromising,غيرقابل اطمينان
unpromising,نوميد کننده
unprotected,بي حفاظ
unprotected,بي حامي
unprovoked,بي سبب
unprovoked,بي علت
unqualified,بيحدو حصر
unqualified,فاقد صلاحيت
unquestionable,غيرقابل اعتراض
unquestionable,قير قابل ترديد
unquestionable,غيرقابل منازعه
unquestionable,بتحقيق
unquestionable,بدون چون و چرا
unquestionable order,فرمان جهان مطاع
unquestioning,غيرقابل منازعه
unquestioning,غيرقابل اعتراض
unravel,از همباز کردن
unready,غيرآماده
unready,نامهيا
unready,غير آماده
unreal,غير واقعي
unreal,وهمي
unreal,غير واقع
unreal,غيرواقعي
unrealistic,واهي
unrealistic,غير واقعي
unreality,عدم حقيقت
unreality,عدم واقعيت
unreason,کم عقلي
unreasonable,ناحق
unreasonable,ناحساب
unreasonable,غيرمعقول
unreasonable,خلاف عقل
unreasonable,بي دليل
unreasonable,نامعقول
unreel,وا چرخاندن
unrelated,بدون نسبت
unrelated,بدون رابطه
unrelated,نامربوط
unrelated,بي ربط
unrelenting,سخت گير
unrelenting,نرمنشدني
unreliability,بي اعتباري
unreliable,نامعتبر
unreliable,بياعتمادي
unreliable,بي اعتبار
unreliable,نامعتمد
unremitting,مصر درکار
unremovable,برطرف نکردني
unrest,آشوب
unrest,ناآرامي
unrestrained,بي لجام
unrestrained,بي بدن و بار
unrestrained,بيبندوبار
unreturnable,برنگشتني
unrewarded,بي پاداش
unrighteous,ناصالح
unrighteous,غيرعادلانه
unrighteous,غيرعادلانه
unrighteous,بي تقوا
unriipeness,کالي
unripe,کال
unripe,نگد
unripe,نارس
unripe,نارسيده
unripe,چغاله
unripe,چغاله
unripe,نرسيده
unripe dried date,خرما خرک
unripe grape,غوره
unripeness,نارسيدگي
unrivaled,بي نظير
unrivaled,بي رقيب
unruliness,افسار گسيختگي
unruly,سرکش
unsafe,بدون ايمني
unsafe,بي اطمينان
unsaid,ناگفته
unsalable,بيع ناپذير
unsalted,بي نمک
unsaturated,اشباع نشده
unsaturated,سير نشده
unsaved,محفوظ نشده
unsaved,نجات نيافته
unsavory,بد مزه
unsavory,ناخوش آيند
unsay,گفته نشدن
unscathed,زخمي نشده
unscathed,صدمه نديده
unschooled,مدرسهنرفته
unscientific,غيرعلمي
unscrew,وا پيچاندن
unscrupulous,بي همه چيز
unsearchable,کاوش ناپذير
unsearchable,جستجو نکردني
unseemly,بطور نازيبا
unseen,مکشوف نشده
unseen,ناديده
unseen,نديده
unselfish,ناخودخواه
unselfish,متواضع
unsettled,بي سامان
unsettled,بي سر و سامان
unsew,کوک چيزيراشکافتن
unshakable,تزلزل ناپزير
unshaped,شکل نگرفته
unshapen,شکل نگرفته
unshaved,نتراشيده
unshaven,نتراشيده
unsheathe,آختن
unshod,نعل نشده
unshod,نعل نخورده
unshod,بي نعل
unshod,بي پاپوش
unsightly,بدنما
unsightly,بدمنظر
